ID,X,Y
0,539178.0,631825.0
0,539264.0,631841.0
0,539218.0,631789.0
0,539218.0,631791.0
0,539218.0,631785.0
0,539218.0,631787.0
0,539220.0,631791.0
0,539178.0,631821.0
0,539264.0,631839.0
0,539178.0,631823.0
0,539264.0,631837.0
0,539264.0,631835.0
0,539220.0,631793.0
0,539220.0,631795.0
0,539216.0,631789.0
0,539216.0,631791.0
0,539216.0,631785.0
0,539216.0,631787.0
0,539216.0,631777.0
0,539216.0,631779.0
0,539260.0,631839.0
0,539260.0,631837.0
0,539260.0,631835.0
0,539216.0,631793.0
0,539262.0,631839.0
0,539262.0,631837.0
0,539262.0,631835.0
0,539218.0,631793.0
0,539218.0,631795.0
0,539216.0,631775.0
0,539262.0,631841.0
0,539258.0,631837.0
0,539258.0,631833.0
0,539214.0,631793.0
0,539212.0,631773.0
0,539212.0,631775.0
0,539212.0,631769.0
0,539212.0,631771.0
0,539212.0,631767.0
0,539214.0,631773.0
0,539214.0,631775.0
0,539214.0,631769.0
0,539214.0,631771.0
0,539214.0,631767.0
0,539260.0,631841.0
0,539214.0,631789.0
0,539214.0,631791.0
0,539214.0,631785.0
0,539214.0,631787.0
0,539214.0,631779.0
0,539210.0,631773.0
0,539210.0,631775.0
0,539210.0,631769.0
0,539210.0,631771.0
0,539210.0,631767.0
0,539210.0,631789.0
0,539210.0,631791.0
0,539212.0,631789.0
0,539212.0,631791.0
0,539212.0,631785.0
0,539212.0,631787.0
0,539212.0,631781.0
0,539212.0,631783.0
0,539212.0,631777.0
0,539212.0,631779.0
0,539132.0,631929.0
0,539132.0,631925.0
0,539132.0,631927.0
0,539212.0,631793.0
0,539086.0,631923.0
0,539086.0,631927.0
0,539128.0,631929.0
0,539252.0,631835.0
0,539128.0,631925.0
0,539128.0,631927.0
0,539208.0,631793.0
0,539208.0,631795.0
0,539128.0,631923.0
0,539130.0,631929.0
0,539254.0,631835.0
0,539130.0,631931.0
0,539130.0,631925.0
0,539130.0,631927.0
0,539210.0,631793.0
0,539210.0,631795.0
0,539130.0,631923.0
0,539080.0,631855.0
0,539126.0,631925.0
0,539126.0,631927.0
0,539206.0,631793.0
0,539126.0,631921.0
0,539126.0,631923.0
0,539124.0,631901.0
0,539124.0,631897.0
0,539124.0,631899.0
0,539080.0,631857.0
0,539126.0,631901.0
0,539084.0,631929.0
0,539126.0,631919.0
0,539084.0,631927.0
0,539084.0,631925.0
0,539122.0,631899.0
0,539122.0,631897.0
0,539122.0,631903.0
0,539122.0,631901.0
0,539080.0,631929.0
0,539082.0,631929.0
0,539124.0,631919.0
0,539082.0,631925.0
0,539078.0,631855.0
0,539124.0,631921.0
0,539124.0,631923.0
0,539120.0,631905.0
0,539120.0,631911.0
0,539120.0,631909.0
0,539074.0,631851.0
0,539074.0,631849.0
0,539074.0,631855.0
0,539074.0,631853.0
0,539076.0,631855.0
0,539120.0,631899.0
0,539120.0,631897.0
0,539120.0,631903.0
0,539120.0,631901.0
0,539076.0,631857.0
0,539072.0,631851.0
0,539072.0,631849.0
0,539072.0,631855.0
0,539072.0,631853.0
0,539198.0,631821.0
0,539116.0,631903.0
0,539116.0,631901.0
0,539072.0,631857.0
0,539118.0,631899.0
0,539118.0,631897.0
0,539118.0,631903.0
0,539118.0,631901.0
0,539118.0,631891.0
0,539074.0,631857.0
0,539118.0,631895.0
0,539118.0,631907.0
0,539116.0,631857.0
0,539118.0,631905.0
0,539118.0,631911.0
0,539118.0,631909.0
0,539196.0,631823.0
0,539114.0,631903.0
0,539114.0,631907.0
0,539114.0,631905.0
0,539114.0,631909.0
0,539116.0,631907.0
0,539116.0,631905.0
0,539116.0,631909.0
0,539070.0,631851.0
0,539070.0,631853.0
0,539112.0,631907.0
0,539112.0,631905.0
0,539112.0,631909.0
0,539236.0,631833.0
0,539236.0,631835.0
0,539236.0,631831.0
0,539068.0,631855.0
0,539238.0,631833.0
0,539238.0,631835.0
0,539194.0,631821.0
0,539194.0,631817.0
0,539194.0,631811.0
0,539234.0,631833.0
0,539234.0,631835.0
0,539234.0,631831.0
0,539190.0,631817.0
0,539190.0,631813.0
0,539190.0,631815.0
0,539190.0,631811.0
0,539192.0,631821.0
0,539192.0,631817.0
0,539192.0,631819.0
0,539192.0,631815.0
0,539110.0,631907.0
0,539108.0,631857.0
0,539110.0,631909.0
0,539188.0,631817.0
0,539188.0,631815.0
0,539274.0,631847.0
0,539274.0,631845.0
0,539276.0,631847.0
0,539108.0,631909.0
0,539232.0,631833.0
0,539232.0,631835.0
0,539232.0,631831.0
0,539272.0,631847.0
0,539272.0,631845.0
0,539272.0,631843.0
0,539228.0,631833.0
0,539228.0,631835.0
0,539228.0,631829.0
0,539228.0,631831.0
0,539230.0,631833.0
0,539230.0,631835.0
0,539230.0,631829.0
0,539230.0,631831.0
0,539182.0,631821.0
0,539268.0,631839.0
0,539182.0,631823.0
0,539270.0,631845.0
0,539270.0,631841.0
0,539180.0,631821.0
0,539266.0,631839.0
0,539180.0,631823.0
0,539266.0,631837.0
0,539222.0,631793.0
0,539222.0,631795.0
0,539266.0,631841.0
0,539268.0,631841.0
0,539224.0,631829.0
0,539260.0,631833.0
0,539216.0,631795.0
0,539262.0,631833.0
0,539258.0,631839.0
0,539214.0,631781.0
0,539214.0,631783.0
0,539214.0,631777.0
0,539210.0,631777.0
0,539208.0,631791.0
0,539086.0,631925.0
0,539128.0,631921.0
0,539206.0,631795.0
0,539126.0,631899.0
0,539078.0,631857.0
0,539082.0,631927.0
0,539076.0,631853.0
0,539120.0,631895.0
0,539198.0,631823.0
0,539118.0,631893.0
0,539196.0,631821.0
0,539116.0,631911.0
0,539070.0,631855.0
0,539068.0,631853.0
0,539238.0,631831.0
0,539194.0,631823.0
0,539194.0,631819.0
0,539190.0,631819.0
0,539192.0,631813.0
0,539192.0,631811.0
0,539188.0,631819.0
0,539226.0,631829.0
0,539226.0,631831.0
0,539270.0,631843.0
0,539268.0,631843.0
0,539224.0,631831.0
