58
205.7143,1014.20764,461.35922,624.5121,0.0,0.0,0.0,0.0,-0.0,-0.0,191.94714,-313.57938,256.0,1
175.7559,1010.21075,539.54004,495.03436,0.0,0.0,0.0,0.0,-0.0,-0.0,-216.20206,89.768776,224.0,1
231.67822,913.2865,517.28156,481.62372,0.0,0.0,0.0,0.0,-0.0,-0.0,558.5947,-749.88367,192.0,1
207.71152,947.25995,628.87225,448.75464,0.0,0.0,0.0,0.0,-0.0,-0.0,-39.719467,-82.7863,224.0,1
202.71844,926.27637,576.56604,512.0497,0.0,0.0,0.0,0.0,-0.0,-0.0,-193.7795,30.11179,224.0,1
225.68655,854.3326,496.3107,511.58215,0.0,0.0,0.0,0.0,-0.0,-0.0,-115.60721,26.562908,352.0,2
260.638,803.3724,457.36478,519.59406,0.0,0.0,0.0,0.0,-0.0,-0.0,-101.42377,-145.79713,288.0,2
235.67268,827.35364,492.31622,437.65808,0.0,0.0,0.0,0.0,-0.0,-0.0,-59.556732,-11.083147,256.0,2
245.65881,813.36456,465.3537,511.6003,0.0,0.0,0.0,0.0,-0.0,-0.0,-84.316635,-2.9546914,224.0,2
231.67822,843.3411,509.29266,459.4319,0.0,0.0,0.0,0.0,-0.0,-0.0,-118.92858,18.352972,256.0,2
558.2247,974.2389,503.301,687.4629,0.0,0.0,0.0,0.0,-0.0,-0.0,-236.75697,-2608.0928,160.0,3
532.26074,908.2904,500.30515,586.54175,0.0,0.0,0.0,0.0,-0.0,-0.0,81.1408,-2894.0376,192.0,3
571.20667,991.2256,533.2594,556.5652,0.0,0.0,0.0,0.0,-0.0,-0.0,518.3833,-588.7037,256.0,3
552.23303,983.2319,511.2899,595.5347,0.0,0.0,0.0,0.0,-0.0,-0.0,513.62616,82.85337,192.0,3
530.26355,957.25214,490.319,689.46136,0.0,0.0,0.0,0.0,-0.0,-0.0,108.15389,-328.22058,192.0,3
544.24414,950.2576,522.27466,667.4785,0.0,0.0,0.0,0.0,-0.0,-0.0,210.39604,-1029.9023,160.0,3
537.25385,951.25684,512.2885,693.45825,0.0,0.0,0.0,0.0,-0.0,-0.0,32.522274,-1701.835,160.0,3
544.24414,940.26544,522.27466,601.53,0.0,0.0,0.0,0.0,-0.0,-0.0,501.86728,-667.081,192.0,3
282.60748,951.25684,668.07214,367.71274,0.0,0.0,0.0,0.0,-0.0,-0.0,9222.805,-8384.746,160.0,4
209.70874,1026.1982,651.0957,476.62762,0.0,0.0,0.0,0.0,-0.0,-0.0,8238.819,-1673.258,224.0,4
249.65326,1004.21545,686.6233,396.8058,0.0,0.0,0.0,0.0,-0.0,-0.0,9806.273,-1270.1117,224.0,4
220.69348,973.2397,649.0985,282.77908,0.0,0.0,0.0,0.0,-0.0,-0.0,5947.336,-2592.389,224.0,4
225.68655,984.2311,648.09985,395.69086,0.0,0.0,0.0,0.0,-0.0,-0.0,8312.466,-3690.4065,224.0,4
257.64218,942.26385,686.75525,400.84402,0.0,0.0,0.0,0.0,-0.0,-0.0,8749.537,-3016.6753,224.0,4
206.7129,913.2865,651.0957,593.5363,0.0,0.0,0.0,0.0,-0.0,-0.0,6519.011,-3504.5232,224.0,5
153.7864,902.2951,655.09015,609.5238,0.0,0.0,0.0,0.0,-0.0,-0.0,7990.327,-4606.147,224.0,5
59.916782,961.249,686.0472,566.5574,0.0,0.0,0.0,0.0,-0.0,-0.0,8247.931,-4541.666,192.0,5
125.82525,890.30444,689.043,577.54877,0.0,0.0,0.0,0.0,-0.0,-0.0,8127.305,-3830.5188,160.0,5
92.87102,921.2803,687.0458,595.5347,0.0,0.0,0.0,0.0,-0.0,-0.0,9647.84,-5257.224,160.0,5
205.7143,1014.20764,461.35922,624.5121,0.0,0.0,0.0,0.0,-0.0,-0.0,191.94714,-313.57938,256.0,6
175.7559,1010.21075,539.54004,495.03436,0.0,0.0,0.0,0.0,-0.0,-0.0,-216.20206,89.768776,224.0,6
231.67822,913.2865,517.28156,481.62372,0.0,0.0,0.0,0.0,-0.0,-0.0,558.5947,-749.88367,192.0,6
207.71152,947.25995,628.87225,448.75464,0.0,0.0,0.0,0.0,-0.0,-0.0,-39.719467,-82.7863,224.0,6
202.71844,926.27637,576.56604,512.0497,0.0,0.0,0.0,0.0,-0.0,-0.0,-193.7795,30.11179,224.0,6
225.68655,854.3326,496.3107,511.58215,0.0,0.0,0.0,0.0,-0.0,-0.0,-115.60721,26.562908,352.0,7
260.638,803.3724,457.36478,519.59406,0.0,0.0,0.0,0.0,-0.0,-0.0,-101.42377,-145.79713,288.0,7
235.67268,827.35364,492.31622,437.65808,0.0,0.0,0.0,0.0,-0.0,-0.0,-59.556732,-11.083147,256.0,7
245.65881,813.36456,465.3537,511.6003,0.0,0.0,0.0,0.0,-0.0,-0.0,-84.316635,-2.9546914,224.0,7
231.67822,843.3411,509.29266,459.4319,0.0,0.0,0.0,0.0,-0.0,-0.0,-118.92858,18.352972,256.0,7
558.2247,974.2389,503.301,687.4629,0.0,0.0,0.0,0.0,-0.0,-0.0,-236.75697,-2608.0928,160.0,8
532.26074,908.2904,500.30515,586.54175,0.0,0.0,0.0,0.0,-0.0,-0.0,81.1408,-2894.0376,192.0,8
571.20667,991.2256,533.2594,556.5652,0.0,0.0,0.0,0.0,-0.0,-0.0,518.3833,-588.7037,256.0,8
552.23303,983.2319,511.2899,595.5347,0.0,0.0,0.0,0.0,-0.0,-0.0,513.62616,82.85337,192.0,8
530.26355,957.25214,490.319,689.46136,0.0,0.0,0.0,0.0,-0.0,-0.0,108.15389,-328.22058,192.0,8
544.24414,950.2576,522.27466,667.4785,0.0,0.0,0.0,0.0,-0.0,-0.0,210.39604,-1029.9023,160.0,8
537.25385,951.25684,512.2885,693.45825,0.0,0.0,0.0,0.0,-0.0,-0.0,32.522274,-1701.835,160.0,8
544.24414,940.26544,522.27466,601.53,0.0,0.0,0.0,0.0,-0.0,-0.0,501.86728,-667.081,192.0,8
282.60748,951.25684,668.07214,367.71274,0.0,0.0,0.0,0.0,-0.0,-0.0,9222.805,-8384.746,160.0,9
