100 13 10
891.0,348.0,480.0,651.0,0.13333334,0.06666667,83.479904,-1.5636941,-0.3199891,0.061256602,-3847.7437,2881.6565,192.0,Tahsin
825.0,378.0,432.0,678.0,0.06666667,0.033333335,32.34299,-1.5067205,-0.3690568,0.061035212,-2614.98,2245.864,208.0,Tahsin
830.0,404.0,480.0,637.0,0.13333334,0.06666667,78.01876,-1.5618886,-0.3495812,0.042498402,-2984.4795,2030.0032,208.0,Tahsin
825.0,400.0,499.0,613.0,0.10000001,0.033333335,36.36213,-1.5153164,-0.3546116,0.057628427,-2689.3813,1870.1512,160.0,Tahsin
885.0,350.0,464.0,597.0,0.13333334,0.06666667,8.642298,-1.4435906,-0.38265133,0.0657315,-3283.9111,1933.531,208.0,Tahsin
868.0,392.0,504.0,616.0,0.16666667,0.06666667,5.9634423,-1.393487,-0.4062274,0.08784155,-3577.049,2264.8447,160.0,Tahsin
903.0,374.0,495.0,597.0,0.10000001,0.06666667,9.599608,-1.4512511,-0.38235652,0.063617736,-3566.3132,1965.364,192.0,Tahsin
900.0,360.0,478.0,606.0,0.16666667,0.10000001,7.8852706,-1.4618788,-0.37949848,0.054543547,-3136.8816,1848.0992,192.0,Tahsin
897.0,362.0,506.0,589.0,0.16666667,0.10000001,10.87776,-1.402639,-0.41426164,0.098022796,-3234.2903,1906.2804,192.0,Tahsin
913.0,370.0,459.0,591.0,0.13333334,0.06666667,30.77034,-1.4865813,-0.38137674,0.07805339,-3894.6743,1924.647,192.0,Tahsin
586.0,481.0,893.0,302.0,0.10000001,0.06666667,-135.41914,1.6916374,-0.18117243,0.13983211,2166.1284,-1254.9968,224.0,Shabab
485.0,549.0,852.0,247.0,0.10000001,0.06666667,-92.296364,1.5840327,-0.33134466,0.32175055,2411.3384,-1906.3765,256.0,Shabab
487.0,546.0,768.0,328.0,0.13333334,0.06666667,-119.619995,1.6557287,-0.13282748,0.16024362,1430.7485,-840.71893,256.0,Shabab
508.0,518.0,800.0,295.0,0.10000001,0.13333334,-126.093185,1.6683762,-0.09272336,0.1431581,1067.0917,-502.6785,336.0,Shabab
500.0,492.0,823.0,274.0,0.10000001,0.10000001,-121.258194,1.6520159,-0.11312213,0.14282043,1684.3961,-958.23846,272.0,Shabab
504.0,526.0,804.0,275.0,0.10000001,0.06666667,-97.87759,1.6080909,-0.22077803,0.2744175,803.8582,-413.05728,336.0,Shabab
516.0,529.0,806.0,305.0,0.13333334,0.06666667,-94.94371,1.5963913,-0.24101165,0.29762655,1239.4363,-733.4172,304.0,Shabab
544.0,494.0,834.0,252.0,0.10000001,0.13333334,-119.60551,1.6473581,-0.086277455,0.14152071,1492.2405,-1110.6937,320.0,Shabab
501.0,492.0,837.0,217.0,0.10000001,0.10000001,-122.84058,1.6685532,-0.088908024,0.16062285,2027.6516,-1442.8326,256.0,Shabab
537.0,491.0,806.0,280.0,0.10000001,0.10000001,-96.27719,1.5967405,-0.24135032,0.23732477,1383.138,-867.8553,304.0,Shabab
400.0,499.0,322.0,202.0,0.20000002,0.10000001,159.93996,2.0737963,-0.330678,-0.011395518,-470.3977,-1565.7242,272.0,Onix
295.0,498.0,294.0,248.0,0.16666667,0.033333335,159.5048,2.0907507,-0.30573326,-0.03184519,-27.325237,-1100.865,304.0,Onix
280.0,514.0,272.0,255.0,0.16666667,0.10000001,156.92015,2.069131,-0.3269247,-0.04503994,-70.24005,-1545.873,288.0,Onix
265.0,540.0,271.0,298.0,0.13333334,0.033333335,161.89406,2.069922,-0.29907107,-0.009721916,18.778898,-1247.3259,272.0,Onix
267.0,530.0,263.0,291.0,0.13333334,0.06666667,159.41692,2.0518882,-0.30112615,-0.032474454,-23.014011,-1267.6377,304.0,Onix
262.0,513.0,260.0,324.0,0.13333334,0.06666667,158.31758,2.037722,-0.29409695,-0.04586489,-29.806616,-656.87775,320.0,Onix
