ID,X,Y
0,541355.0,623255.0
0,541353.0,623263.0
0,541477.0,623155.0
0,541415.0,623231.0
0,541533.0,623181.0
0,541535.0,623187.0
0,541633.0,623235.0
0,541375.0,623159.0
0,541445.0,623157.0
0,541469.0,623243.0
0,541485.0,623161.0
0,541439.0,623159.0
0,541471.0,623239.0
0,541421.0,623227.0
0,541479.0,623159.0
0,541435.0,623159.0
0,541415.0,623271.0
0,541441.0,623161.0
0,541529.0,623183.0
0,541417.0,623241.0
0,541359.0,623257.0
0,541359.0,623259.0
0,541627.0,623235.0
0,541413.0,623225.0
0,541419.0,623225.0
0,541421.0,623303.0
0,541421.0,623305.0
0,541481.0,623159.0
0,541447.0,623159.0
0,541449.0,623155.0
0,541477.0,623159.0
0,541417.0,623277.0
0,541631.0,623237.0
0,541417.0,623281.0
0,541357.0,623255.0
0,541357.0,623257.0
0,541477.0,623161.0
0,541405.0,623229.0
0,541417.0,623267.0
0,541357.0,623261.0
0,541357.0,623263.0
0,541429.0,623211.0
0,541359.0,623255.0
0,541429.0,623203.0
0,541423.0,623303.0
0,541445.0,623159.0
0,541447.0,623155.0
0,541415.0,623265.0
0,541353.0,623265.0
0,541353.0,623267.0
0,541421.0,623271.0
0,541629.0,623235.0
0,541427.0,623221.0
0,541469.0,623231.0
0,541479.0,623161.0
0,541541.0,623189.0
0,541531.0,623185.0
0,541625.0,623279.0
0,541427.0,623215.0
0,541439.0,623157.0
0,541429.0,623209.0
0,541427.0,623213.0
0,541423.0,623215.0
0,541417.0,623227.0
0,541417.0,623279.0
0,541425.0,623213.0
0,541425.0,623225.0
0,541477.0,623167.0
0,541421.0,623219.0
0,541457.0,623275.0
0,541429.0,623215.0
0,541469.0,623233.0
0,541431.0,623213.0
0,541429.0,623219.0
0,541443.0,623159.0
0,541537.0,623187.0
0,541415.0,623229.0
0,541459.0,623269.0
0,541483.0,623161.0
0,541413.0,623227.0
0,541413.0,623239.0
0,541459.0,623275.0
0,541427.0,623217.0
0,541415.0,623227.0
0,541529.0,623181.0
0,541371.0,623159.0
0,541355.0,623249.0
0,541427.0,623209.0
0,541477.0,623165.0
0,541355.0,623251.0
0,541355.0,623253.0
0,541479.0,623157.0
0,541415.0,623269.0
0,541419.0,623269.0
0,541355.0,623265.0
0,541355.0,623257.0
0,541359.0,623263.0
0,541421.0,623225.0
0,541465.0,623231.0
0,541477.0,623163.0
0,541621.0,623279.0
0,541429.0,623223.0
0,541461.0,623269.0
0,541367.0,623159.0
0,541361.0,623257.0
0,541361.0,623263.0
